Index,Verbatim,Name,Start,End,OddsLog10,Cardinality,AnnotNomenType,WordsBefore,WordsAfter,VerifMatchType,VerifEditDistance,VerifMatchedName,VerifMatchedCanonical,VerifTaxonId,VerifDataSourceId,VerifDataSourceTitle,VerifError
835,Callisaurus,Callisaurus,162051,162062,5.72,1,NO_ANNOT,,,Exact,0,Callisaurus,Callisaurus,3FJV,1,Catalogue of Life,
836,Enyalioides,Enyalioides,162074,162085,5.22,1,NO_ANNOT,,,Exact,0,"Enyalioides Despax, 1911",Enyalioides,87FVL,1,Catalogue of Life,
837,Doryphorus,Doryphorus,162086,162096,5.60,1,NO_ANNOT,,,Exact,0,"Doryphorus Cuvier, 1829",Doryphorus,urn:lsid:irmng.org:taxname:1265920,181,IRMNG,
838,Microlophus,Microlophus,162097,162108,5.11,1,NO_ANNOT,,,Exact,0,Microlophus Cass.,Microlophus,5TCVX,1,Catalogue of Life,
839,Uraniscodon,Uraniscodon,162109,162120,4.47,1,NO_ANNOT,,,Exact,0,"Uraniscodon Kaup, 1826",Uraniscodon,urn:lsid:irmng.org:taxname:1044596,181,IRMNG,
840,Cyclura,Cyclura,162205,162212,5.06,1,NO_ANNOT,,,Exact,0,"Cyclura Gray, 1845",Cyclura,87FCN,1,Catalogue of Life,
841,Anolis,Anolis,162240,162246,3.58,1,NO_ANNOT,,,Exact,0,"Anolis Bocourt, 1873",Anolis,87DC5,1,Catalogue of Life,
842,Doryphorus,Doryphorus,162247,162257,5.60,1,NO_ANNOT,,,Exact,0,"Doryphorus Cuvier, 1829",Doryphorus,urn:lsid:irmng.org:taxname:1265920,181,IRMNG,
843,Microlophus,Microlophus,162258,162269,5.11,1,NO_ANNOT,,,Exact,0,Microlophus Cass.,Microlophus,5TCVX,1,Catalogue of Life,
844,Uraniscodon.,Uraniscodon,162270,162282,4.47,1,NO_ANNOT,,,Exact,0,"Uraniscodon Kaup, 1826",Uraniscodon,urn:lsid:irmng.org:taxname:1044596,181,IRMNG,
845,Anolis,Anolis,162446,162452,3.58,1,NO_ANNOT,,,Exact,0,"Anolis Bocourt, 1873",Anolis,87DC5,1,Catalogue of Life,
846,Crotophytus.,Crotophytus,162485,162497,5.74,1,NO_ANNOT,,,NoMatch,,,,,,,,
847,Cyclura,Cyclura,162527,162534,5.06,1,NO_ANNOT,,,Exact,0,"Cyclura Gray, 1845",Cyclura,87FCN,1,Catalogue of Life,
848,Ctenosaura,Ctenosaura,162542,162552,5.65,1,NO_ANNOT,,,Exact,0,"Iguana (Ctenosaura) Gray, 1831 (In Cuvier; Edit. Griffith)",Ctenosaura,8H5Y4,1,Catalogue of Life,
849,Corythophanes,Corythophanes,162553,162566,4.01,1,NO_ANNOT,,,Exact,0,"Corythophanes Wagler, 1830",Corythophanes,urn:lsid:irmng.org:taxname:1118570,181,IRMNG,
850,Sauromalus.,Sauromalus,162571,162582,6.09,1,NO_ANNOT,,,Exact,0,Sauromalus,Sauromalus,7CSR,1,Catalogue of Life,
851,Phrynosoma.,Phrynosoma,162630,162641,5.28,1,NO_ANNOT,,,Exact,0,"Phrynosoma Cope, 1878",Phrynosoma,87JPS,1,Catalogue of Life,
852,Ctenosaura,Ctenosaura,162871,162881,5.65,1,NO_ANNOT,,,Exact,0,"Iguana (Ctenosaura) Gray, 1831 (In Cuvier; Edit. Griffith)",Ctenosaura,8H5Y4,1,Catalogue of Life,
853,Cyclura,Cyclura,162882,162889,5.06,1,NO_ANNOT,,,Exact,0,"Cyclura Gray, 1845",Cyclura,87FCN,1,Catalogue of Life,
854,Corythophanes,Corythophanes,162897,162910,4.01,1,NO_ANNOT,,,Exact,0,"Corythophanes Wagler, 1830",Corythophanes,urn:lsid:irmng.org:taxname:1118570,181,IRMNG,
855,Sauromalus,Sauromalus,162911,162921,6.09,1,NO_ANNOT,,,Exact,0,Sauromalus,Sauromalus,7CSR,1,Catalogue of Life,
856,Crotaphytus.,Crotaphytus,162922,162934,5.74,1,NO_ANNOT,,,Exact,0,"Crotaphytus Baird & Girard, 1852",Crotaphytus,87F9X,1,Catalogue of Life,
857,Dipsosaurus,Dipsosaurus,163116,163127,5.72,1,NO_ANNOT,,,Exact,0,Dipsosaurus,Dipsosaurus,46HL,1,Catalogue of Life,
858,Liocephalus,Liocephalus,163128,163139,6.21,1,NO_ANNOT,,,Exact,0,"Liocephalus Cope, 1863",Liocephalus,87LH5,1,Catalogue of Life,
859,Phrynosoma.,Phrynosoma,163140,163151,5.28,1,NO_ANNOT,,,Exact,0,"Phrynosoma Cope, 1878",Phrynosoma,87JPS,1,Catalogue of Life,
860,Callisaurus,Callisaurus,163194,163205,5.72,1,NO_ANNOT,,,Exact,0,Callisaurus,Callisaurus,3FJV,1,Catalogue of Life,
861,HOLBROOKIA.,Holbrookia,163206,163217,5.41,1,NO_ANNOT,,,Exact,0,Holbrookia,Holbrookia,6377Q,1,Catalogue of Life,
862,Enyalioides,Enyalioides,163347,163358,5.22,1,NO_ANNOT,,,Exact,0,"Enyalioides Despax, 1911",Enyalioides,87FVL,1,Catalogue of Life,
863,Anolis,Anolis,163412,163418,3.58,1,NO_ANNOT,,,Exact,0,"Anolis Bocourt, 1873",Anolis,87DC5,1,Catalogue of Life,
864,Microlophus,Microlophus,163497,163508,5.11,1,NO_ANNOT,,,Exact,0,Microlophus Cass.,Microlophus,5TCVX,1,Catalogue of Life,
865,Uraniscodon,Uraniscodon,163509,163520,4.47,1,NO_ANNOT,,,Exact,0,"Uraniscodon Kaup, 1826",Uraniscodon,urn:lsid:irmng.org:taxname:1044596,181,IRMNG,
866,Doryphorus.,Doryphorus,163521,163532,5.60,1,NO_ANNOT,,,Exact,0,"Doryphorus Cuvier, 1829",Doryphorus,urn:lsid:irmng.org:taxname:1265920,181,IRMNG,
867,Basiliscus.,Basiliscus,163596,163607,6.34,1,NO_ANNOT,,,Exact,0,"Basiliscus Duméril, 1851",Basiliscus,87DLN,1,Catalogue of Life,
868,Polychrus.,Polychrus,163674,163684,5.43,1,NO_ANNOT,,,Exact,0,"Polychrus Wagler, 1833",Polychrus,87JX6,1,Catalogue of Life,
869,Ctenosaura,Ctenosaura,163699,163709,5.65,1,NO_ANNOT,,,Exact,0,"Iguana (Ctenosaura) Gray, 1831 (In Cuvier; Edit. Griffith)",Ctenosaura,8H5Y4,1,Catalogue of Life,
870,Cyclura,Cyclura,163710,163717,5.06,1,NO_ANNOT,,,Exact,0,"Cyclura Gray, 1845",Cyclura,87FCN,1,Catalogue of Life,
871,Sauromalus,Sauromalus,163725,163735,6.09,1,NO_ANNOT,,,Exact,0,Sauromalus,Sauromalus,7CSR,1,Catalogue of Life,
872,Enyalioides,Enyalioides,163740,163751,5.22,1,NO_ANNOT,,,Exact,0,"Enyalioides Despax, 1911",Enyalioides,87FVL,1,Catalogue of Life,
873,Nyctisaura,Nyctisaura,163831,163841,4.04,1,NO_ANNOT,,,Exact,0,Nyctisaura Cope 1900,Nyctisaura,1362900,168,ION,
874,Platydadylus,Platydadylus,163899,163911,6.45,1,NO_ANNOT,,,NoMatch,,,,,,,,
875,Phyllodactylus,Phyllodactylus,163912,163926,6.76,1,NO_ANNOT,,,Exact,0,"Phyllodactylus Fitzinger, 1843",Phyllodactylus,87JQ7,1,Catalogue of Life,
876,Gymnodadylus.,Gymnodadylus,163931,163944,6.45,1,NO_ANNOT,,,NoMatch,,,,,,,,
877,Thecadactylus,Thecadactylus,164144,164157,6.54,1,NO_ANNOT,,,Exact,0,Thecadactylus,Thecadactylus,7VG6,1,Catalogue of Life,
878,Platydadylus there,Platydadylus there,164195,164213,4.76,2,NO_ANNOT,,,NoMatch,,,,,,,,
879,P. aegyptiacus,P. aegyptiacus,164267,164281,7.25,2,NO_ANNOT,,,NoMatch,,,,,,,,
880,Gymnodadylus pulchellus,Gymnodadylus pulchellus,164330,164353,13.69,2,NO_ANNOT,,,NoMatch,,,,,,,,
881,Z. cordylus.,Z. cordylus,164744,164756,6.64,2,NO_ANNOT,,,NoMatch,,,,,,,,
882,Pachyglossa,Pachyglossa,165149,165160,5.03,1,NO_ANNOT,,,Exact,0,Pachyglossa Christ,Pachyglossa,7NB55,1,Catalogue of Life,
883,C. stenurus,C. stenurus,165413,165424,6.47,2,NO_ANNOT,,,NoMatch,,,,,,,,
884,Barissia,Barissia,165715,165723,3.89,1,NO_ANNOT,,,Exact,0,"Barissia Gray, 1845",Barissia,urn:lsid:irmng.org:taxname:1414753,181,IRMNG,
885,Gerrhonotus,Gerrhonotus,165728,165739,5.74,1,NO_ANNOT,,,Exact,0,"Gerrhonotus Peters, 1876: 297 (Fide Smith & Taylor, 1950)",Gerrhonotus,87G5X,1,Catalogue of Life,
886,Elgaria simple.,Elgaria simple,165766,165781,3.91,2,NO_ANNOT,,,PartialExact,0,Elgaria,Elgaria,62QGY,1,Catalogue of Life,
887,Ophisaurus,Ophisaurus,166305,166315,5.60,1,NO_ANNOT,,,Exact,0,"Ophisaurus Lidth De Jeude, 1905",Ophisaurus,87J52,1,Catalogue of Life,
888,Xantusiidae,Xantusiidae,166439,166450,4.57,1,NO_ANNOT,,,Exact,0,Xantusiidae,Xantusiidae,HX6,1,Catalogue of Life,
889,Amiva,Amiva,167049,167054,3.13,1,NO_ANNOT,,,Exact,0,"Amiva Cope, 1876",Amiva,8FVCB,1,Catalogue of Life,
890,Cnemidophorus,Cnemidophorus,167059,167072,6.05,1,NO_ANNOT,,,Exact,0,"Cnemidophorus Zeller, 1867",Cnemidophorus,62KY8,1,Catalogue of Life,
891,Amiva,Amiva,167305,167310,3.13,1,NO_ANNOT,,,Exact,0,"Amiva Cope, 1876",Amiva,8FVCB,1,Catalogue of Life,
892,Cnemidophorus,Cnemidophorus,167315,167328,6.05,1,NO_ANNOT,,,Exact,0,"Cnemidophorus Zeller, 1867",Cnemidophorus,62KY8,1,Catalogue of Life,
893,Amiva there,Amiva there,167749,167760,1.44,2,NO_ANNOT,,,PartialExact,0,"Amiva Cope, 1876",Amiva,8FVCB,1,Catalogue of Life,
894,Centropyx pelviceps.,Centropyx pelviceps,167869,167889,9.97,2,NO_ANNOT,,,Exact,0,"Centropyx pelviceps Cope, 1868",Centropyx pelviceps,5XHJ4,1,Catalogue of Life,
895,Anadia bogotensis,Anadia bogotensis,168397,168414,11.00,2,NO_ANNOT,,,Exact,0,"Anadia bogotensis (Peters, 1863)",Anadia bogotensis,DCR3,1,Catalogue of Life,
896,Ecpleopus,Ecpleopus,168825,168834,5.90,1,NO_ANNOT,,,Exact,0,Ecpleopus,Ecpleopus,632JR,1,Catalogue of Life,
897,Heteroclonium bicolor,Heteroclonium bicolor,168903,168924,8.82,2,NO_ANNOT,,,Exact,0,"Heteroclonium bicolor Cope, 1896",Heteroclonium bicolor,3L8MC,1,Catalogue of Life,
898,Cophias,Cophias,169118,169125,5.08,1,NO_ANNOT,,,Exact,0,"Cophias Gray, 1825",Cophias,urn:lsid:irmng.org:taxname:1369668,181,IRMNG,
899,Lacertidae,Lacertidae,169171,169181,4.45,1,NO_ANNOT,,,Exact,0,Lacertidae,Lacertidae,6258X,1,Catalogue of Life,
900,Acanthodactylus,Acanthodactylus,169234,169249,6.73,1,NO_ANNOT,,,Exact,0,"Acanthodactylus Gray, 1845",Acanthodactylus,87CXP,1,Catalogue of Life,
901,Gerrhosauridae,Gerrhosauridae,169473,169487,5.12,1,NO_ANNOT,,,Exact,0,Gerrhosauridae,Gerrhosauridae,623G2,1,Catalogue of Life,
902,Scincidae,Scincidae,169761,169770,4.28,1,NO_ANNOT,,,Exact,0,Scincidae,Scincidae,G43,1,Catalogue of Life,
903,Trachysaurus,Trachysaurus,169804,169816,5.96,1,NO_ANNOT,,,Exact,0,"Trachysaurus Gray in King, 1826",Trachysaurus,urn:lsid:irmng.org:taxname:1327736,181,IRMNG,
904,Euprepu carinatus,Euprepu carinatus,169839,169856,4.58,2,NO_ANNOT,,,NoMatch,,,,,,,,
905,Eumeces,Eumeces,169857,169864,2.88,1,NO_ANNOT,,,Exact,0,"Eumeces Steindachner, 1870",Eumeces,87FYW,1,Catalogue of Life,
906,Trachysaurus.,Trachysaurus,169956,169969,5.96,1,NO_ANNOT,,,Exact,0,"Trachysaurus Gray in King, 1826",Trachysaurus,urn:lsid:irmng.org:taxname:1327736,181,IRMNG,
907,Eitprepis carinatus,Eitprepis carinatus,170116,170135,7.10,2,NO_ANNOT,,,NoMatch,,,,,,,,
908,Eumeces ohsoletus,Eumeces ohsoletus,170140,170157,10.60,2,NO_ANNOT,,,Fuzzy,1,"Eumeces obsoletus (Baird and Girard, 1852)",Eumeces obsoletus,64235,163,IUCN Red List of Threatened Species,
909,Lepidothyris fernandii,Lepidothyris fernandii,170197,170219,12.27,2,NO_ANNOT,,,Fuzzy,1,Lepidothyris fernandi (Burton 1836),Lepidothyris fernandi,12568,173,The Reptile DataBase,
910,Anniellidae,Anniellidae,170326,170337,4.57,1,NO_ANNOT,,,Exact,0,"Anniellidae Boulenger, 1885",Anniellidae,37259,2,Wikispecies,
911,Heteroclonium bicolor,Heteroclonium bicolor,170453,170474,8.82,2,SP_NOV,,,Exact,0,"Heteroclonium bicolor Cope, 1896",Heteroclonium bicolor,3L8MC,1,Catalogue of Life,
912,Microdactylus,Microdactylus,170824,170837,6.54,1,NO_ANNOT,,,Exact,0,"Microdactylus Geoffroy, 1809",Microdactylus,urn:lsid:irmng.org:taxname:1213233,181,IRMNG,
913,Gerrhonotus,Gerrhonotus,171464,171475,5.74,1,NO_ANNOT,,,Exact,0,"Gerrhonotus Peters, 1876: 297 (Fide Smith & Taylor, 1950)",Gerrhonotus,87G5X,1,Catalogue of Life,
914,Elgaria.,Elgaria,171476,171484,4.43,1,NO_ANNOT,,,Exact,0,Elgaria,Elgaria,62QGY,1,Catalogue of Life,
915,Amphisbaenidae,Amphisbaenidae,171509,171523,5.12,1,NO_ANNOT,,,Exact,0,Amphisbaenidae,Amphisbaenidae,6BL,1,Catalogue of Life,
916,Monopeltls galeatus,Monopeltls galeatus,171607,171626,5.00,2,NO_ANNOT,,,NoMatch,,,,,,,,
917,CERION.,Cerion,172090,172097,2.23,1,NO_ANNOT,,,Exact,0,"Cerion Röding, 1798",Cerion,7NSCC,1,Catalogue of Life,
918,ARIOLIMAX,Ariolimax,172128,172137,3.58,1,NO_ANNOT,,,Exact,0,"Ariolimax Mörch, 1859",Ariolimax,7NPPJ,1,Catalogue of Life,
919,APHALLARION.,Aphallarion,172142,172154,3.23,1,NO_ANNOT,,,Exact,0,"Aphallarion Pilsbry & Vanatta, 1896",Aphallarion,urn:lsid:irmng.org:taxname:1213403,181,IRMNG,
920,ARIOLIMAX,Ariolimax,172186,172195,3.58,1,NO_ANNOT,,,Exact,0,"Ariolimax Mörch, 1859",Ariolimax,7NPPJ,1,Catalogue of Life,
921,APHALLARION,Aphallarion,172200,172211,3.23,1,NO_ANNOT,,,Exact,0,"Aphallarion Pilsbry & Vanatta, 1896",Aphallarion,urn:lsid:irmng.org:taxname:1213403,181,IRMNG,
922,ARIOLIMAX,Ariolimax,172243,172252,3.58,1,NO_ANNOT,,,Exact,0,"Ariolimax Mörch, 1859",Ariolimax,7NPPJ,1,Catalogue of Life,
923,APHALLARION.,Aphallarion,172257,172269,3.23,1,NO_ANNOT,,,Exact,0,"Aphallarion Pilsbry & Vanatta, 1896",Aphallarion,urn:lsid:irmng.org:taxname:1213403,181,IRMNG,
924,Elgaria.,Elgaria,172487,172495,4.43,1,NO_ANNOT,,,Exact,0,Elgaria,Elgaria,62QGY,1,Catalogue of Life,
925,Monopeltis galeatus,Monopeltis galeatus,172617,172636,13.54,2,NO_ANNOT,,,PartialExact,0,Monopeltis,Monopeltis,63CTS,1,Catalogue of Life,
926,Hymenoptera,Hymenoptera,173840,173851,5.44,1,NO_ANNOT,,,Exact,0,Hymenoptera,Hymenoptera,HYM,1,Catalogue of Life,
